Datum,Anzahl_Messwerte,Windgeschwindigkeit,Windrichtung,Strahlung,Luftdruck,Temp_2m,Temp_5cm,Bodentemp_-10cm,Luftfeuchte,Niederschlagsmenge
2019-12-19,719,5.6,170.5,37.6,1015,8,6.5,5,82,0.1
2019-12-18,720,4.2,221.8,14.4,1016,9.7,8.3,6.1,76,0.4
2019-12-17,720,5.1,187,40.6,1008,10.7,9.1,5.2,58,0
2019-12-16,720,5.2,189.1,30.5,1010,7.3,6,4,80,0.2
2019-12-15,720,7,229.7,11.8,1003,5.7,4.2,2.8,82,4.6
2019-12-14,675,8.9,242.5,14.1,991,3.7,2.3,1.4,84,4.9
2019-12-13,720,6.5,177.1,20.8,984,0.8,0,0.6,87,1.1
2019-12-12,720,4,205.2,22.5,1002,1.6,0.9,0.7,88,0.5
2019-12-11,720,6.1,184.1,43.7,1011,1.4,0.6,0.8,64,0
2019-12-10,720,5.8,266.1,30.5,1020,2.1,1.5,2.9,87,0.1
2019-12-09,720,6.9,244.6,36.1,1002,6.2,5.2,4.6,79,1.9
2019-12-08,720,8.4,241.2,28.3,1006,7.8,6.9,4.7,76,0.6
2019-12-07,720,9.2,257.8,11.5,1010,6.3,5.3,3.2,83,2.5
2019-12-06,720,6.7,218,59.9,1012,4.7,3.5,0,53,1.5
2019-12-05,719,4.7,180.9,58,1019,0,-0.5,0.5,77,0
2019-12-04,717,3.8,191.9,58.1,1023,2.4,1.8,1.5,79,0
2019-12-03,719,4.1,275.3,28.8,1025,2.2,1.8,2.4,93,0.3
2019-12-02,720,5.1,262.7,21.1,1020,0.7,0.2,1.3,95,1.1
2019-12-01,720,2.7,144.4,36.6,1020,0.3,0,1.2,89,0
2019-11-30,720,4,268.6,25.1,1020,1.1,0.7,2.1,93,0
2019-11-29,720,7.6,278.2,51.5,1004,4.5,3.9,4.8,84,1.8
2019-11-28,720,8.1,228.4,32.9,995,8.9,7.8,5.4,75,0.3
2019-11-27,720,6.4,181.2,14.9,998,5.5,4.5,3.9,90,2
2019-11-26,720,3.6,202.9,23.3,1007,3.9,3.2,3.2,93,0
2019-11-25,720,2.5,169.1,47.8,1010,3.8,3.1,3.1,94,0
2019-11-24,720,3.1,162.4,60.7,1008,5.6,4.7,3.9,88,0
2019-11-23,720,5.6,145,43.5,1005,6.7,5.7,4.9,84,0
2019-11-22,719,3.3,162.4,59.7,1009,6.7,5.9,5.8,91,0
2019-11-21,719,1.9,123,26.4,1010,6.3,6.1,6.2,100,0.1
2019-11-20,720,2.4,56.1,8.7,1016,3.1,3,4.4,100,2.8
2019-11-19,720,3.3,178.1,51.2,1016,4.5,4.1,3.8,81,3.6
2019-11-18,719,4.9,191.1,17.6,1007,7.5,6.5,6.1,87,5.5
2019-11-17,720,3.4,94.1,19.2,1008,6.2,5.4,4.8,91,0
2019-11-16,719,4,205,66.2,1007,6.7,6,5.6,82,0
2019-11-15,720,4.6,136,48.4,1002,7.3,6.4,4.4,83,0
2019-11-14,720,4.7,154.9,75.7,1006,3.4,3,2.8,81,0
2019-11-13,720,3.2,202,19.3,1003,3.4,2.8,3.4,86,0.2
2019-11-12,718,4.3,188.1,18.7,1006,3.8,3.1,3.2,83,0.1
2019-11-11,719,5,180.1,87.9,1010,1.7,1.4,2.1,83,0
2019-11-10,720,2.7,167,76.8,1012,3.2,2.9,3.5,82,0
2019-11-09,720,4,249.7,8.1,1007,4.6,4.1,6,98,0.7
2019-11-08,720,2.4,150.8,31.3,1005,6.3,5.9,6.3,90,0.1
2019-11-07,719,4.2,190.1,74,1003,7.6,7.2,6.5,80,0
2019-11-06,720,4.7,236.7,61.9,1001,7.1,6.7,6.4,84,0
2019-11-05,720,5.2,237.2,48.5,997,8,7.3,7.3,80,0.1
2019-11-04,719,5.2,235.3,61.1,991,9.7,9.2,9.3,87,3.8
2019-11-03,720,4.2,178.4,25,991,10.3,9.5,9.1,85,0.5
2019-11-02,720,6.3,198,63.5,997,11.1,10.4,8.2,83,0.4
2019-11-01,720,5.7,172.2,90.1,1012,3.6,3.1,3.2,78,0.3
2019-10-31,719,3.2,152.6,105.3,1025,2.5,2.4,3.3,67,0
2019-10-30,720,2.7,99.4,108.9,1028,3.7,4.1,5.9,85,0
2019-10-29,720,2.5,215.7,48.3,1023,4.7,4.7,6.9,90,0
2019-10-28,720,3.7,258.6,68.7,1021,5.8,5.7,7.9,90,0
2019-10-27,699,6,260.8,41.9,1017,11.2,10.8,11.2,76,4.9
2019-10-26,719,4.6,209.1,107.6,1019,15.3,15,12.4,65,0
2019-10-25,719,4.4,232.8,86.3,1020,13.9,13.6,12.6,74,0
2019-10-24,719,3.3,202.4,96.1,1011,15,14.4,12.9,80,0
2019-10-23,720,2.7,129.5,104.9,1018,14.3,14.4,13.7,85,0
2019-10-22,719,2.1,173,94.6,1024,13.5,13.3,12.9,83,0
2019-10-21,720,3,226.5,84.2,1018,15.5,15,13.5,74,0
2019-10-20,719,4.8,170.3,116.1,1011,15.5,15.5,13.2,70,0
2019-10-19,720,4,187.5,23.8,1011,12.2,11.1,11.3,80,1.7
2019-10-18,719,4.6,208.8,89.6,1012,14.8,14.4,13.3,74,0.9
2019-10-17,720,4,206.1,85.6,1014,13.8,13.5,12.3,66,0
2019-10-16,720,6.9,242.4,82.2,1011,12.8,12.6,12.7,77,1.5
2019-10-15,719,4.3,185.3,130.8,1008,14.8,14.9,14.1,80,0
2019-10-14,719,4.3,181,131.5,1015,19,18.9,15.5,63,0
2019-10-13,720,5.4,200.8,131.7,1015,19.9,19.7,15.3,63,0
2019-10-12,720,6.8,235.7,144.6,1014,17,16.8,12.6,64,0.1
2019-10-11,717,6.2,229.5,90.5,1016,12.1,11.8,10.1,77,0
2019-10-10,720,6.8,252.1,80.3,1012,9.3,8.8,9.6,84,5.3
2019-10-09,720,5.7,240.9,94.7,1009,11.4,11.2,10.8,81,0.5
2019-10-08,720,5.9,222.5,41.5,1010,9.6,9,9.1,90,9.2
2019-10-07,720,2.3,139.2,156,1018,6,7,7.8,74,0
2019-10-06,720,2.5,114.7,125.7,1018,6.1,6.7,9.2,87,0.2
2019-10-05,720,5.6,147.5,10.6,1010,6.8,6.6,9,99,14.6
2019-10-04,719,3.3,200.6,70.7,1009,8.7,8.7,10.5,88,6.4
2019-10-03,719,5.8,274.9,58.8,1013,7.9,7.6,9.9,92,2.8
2019-10-02,720,5.2,267.2,41.8,1005,9.8,9.4,12,91,7.5
2019-10-01,720,6.9,226.6,132.6,1005,14.7,14.7,13.5,76,3.3
2019-09-30,719,10.1,262.9,92.2,1004,13.6,12.8,13.4,78,4.9
2019-09-29,720,6.4,223.2,82,1006,15.3,14.8,13.4,67,0.4
2019-09-28,720,6.8,243.7,136.9,1013,14,13.9,13.8,78,0.6
2019-09-27,665,4.7,225.8,62.8,1012,15,14.3,15.1,88,5
2019-09-26,720,4,234.3,110.1,1012,14.6,14.9,14.8,81,0.4
2019-09-25,720,4.3,228,77.9,1007,14,13.7,14.9,84,1.9
2019-09-24,720,2.5,223,80.8,1013,15.2,15.7,16.3,84,0
2019-09-23,719,3.3,226.8,145.3,1013,15.5,16.3,15.1,64,0
2019-09-22,720,3.9,149.5,195.1,1014,16.3,16.7,14.5,50,0
2019-09-21,720,3.5,172.3,197.2,1023,13.5,14.4,13.2,61,0
2019-09-20,720,3.2,260.7,170.7,1028,9.7,10.9,12.1,71,0
2019-09-19,720,4.2,288.5,138.7,1027,8.8,9.5,11.9,73,0
2019-09-18,720,5.4,286.4,118.4,1023,8.9,9,11.8,79,1.5
2019-09-17,720,6.5,285.1,106.5,1017,10.8,11.3,14.5,85,0.8
2019-09-16,720,2.9,277,50.4,1019,13.2,13.5,16,84,7
2019-09-15,720,5,243.9,198.3,1023,17.7,18.4,17.3,60,0
2019-09-14,720,2.1,85.1,193.9,1032,14.1,15.7,17.1,68,0
2019-09-13,720,4.4,234,110.2,1030,17,17.4,17.7,81,0.4
2019-09-12,720,4.5,242.4,143.1,1028,16.1,16.8,16.8,73,0
2019-09-11,714,3.2,219.4,216.9,1023,15.2,16.8,15.9,60,0
2019-09-10,720,4.2,250.7,157.9,1017,12.9,13.7,14.8,77,0
2019-09-09,720,5.6,207.3,17.1,1011,10.9,10.9,14.2,99,37.1
2019-09-08,720,2.6,127.2,140.2,1017,13.9,15,16.8,73,1.5
2019-09-07,720,2.5,182.7,79.2,1018,12.9,13,16.8,79,3.8
2019-09-06,719,2.1,177.6,184.9,1023,13.6,15.7,18,65,0
2019-09-05,719,4.3,278.6,152.2,1017,15.9,16.9,19,64,0
2019-09-04,720,3.7,188.8,242.8,1017,18.7,20.1,19.3,51,0
2019-09-03,720,3.5,205.8,230.1,1024,15.8,17.2,18.7,54,0
2019-09-02,719,3.4,292.4,159,1021,15.2,16.5,20.1,66,0
2019-09-01,720,3.9,229.7,135.5,1013,21.2,21.6,23.4,73,35.3
2019-08-31,720,3.7,162.1,235.2,1017,24.9,26.5,25.8,56,0
2019-08-30,720,2.2,182,138,1022,22.7,23.7,24.2,69,0
2019-08-29,720,3.2,225.9,157.8,1019,23.9,24.7,24.6,60,0
2019-08-28,719,3.2,195.7,175.4,1017,24.5,25.4,24.9,64,0.1
2019-08-27,720,3.8,170,223.8,1019,23.8,25.3,24.5,63,0
2019-08-26,720,3.1,137.5,196.1,1020,23.1,24,24.8,66,2.9
2019-08-25,720,3.8,149.4,252.8,1021,24.4,26.3,25.5,60,0
2019-08-24,717,3.5,112.7,213.1,1023,21.4,23.1,22.5,67,0
2019-08-23,719,3.3,130.6,269.5,1026,19.9,22.3,21.6,60,0
2019-08-22,720,3.3,130.8,275.9,1027,18.6,20.8,20.4,56,0
2019-08-21,720,3,227.7,266.3,1028,16.6,19.2,20.8,71,2
2019-08-20,720,3.3,224.9,156,1022,18.6,20,20.9,71,4.1
2019-08-19,719,2.5,250.1,137.8,1017,19,20,21.5,76,0
2019-08-18,719,5.5,232.7,232.9,1010,22.6,24.1,23.7,64,6.8
2019-08-17,720,4.8,205.5,109.2,1013,18.9,19.1,19.8,60,0
2019-08-16,719,4.4,253.9,189.7,1017,17.1,18.8,20.3,68,0.1
2019-08-15,720,4.5,206.5,142.6,1014,16.5,16.9,18.5,66,0.2
2019-08-14,720,2.9,254.2,204.4,1018,15.5,17.1,19.6,58,0
2019-08-13,719,4.7,266.6,221.9,1017,17.2,18.9,20.1,62,0
2019-08-12,720,3.3,250.1,116.7,1016,17.4,18.4,20.6,71,0.1
2019-08-11,720,3.8,201.7,289.9,1016,22.2,23.9,22.2,54,1.7
2019-08-10,720,5.4,233.4,125.5,1014,21,21.1,21.6,72,4
2019-08-09,719,2.9,211.9,243.9,1013,22.9,24.8,22.6,54,0.9
2019-08-08,720,5.1,256.2,244.5,1012,19.4,20.7,20.9,66,0
2019-08-07,720,3.7,237,100,1009,18.5,18.7,21.4,84,17.9
2019-08-06,720,4,246.3,208.4,1011,21.7,23.4,23.2,63,0
2019-08-05,720,3,216.9,154.2,1013,20.3,21.3,21.5,63,0
2019-08-04,719,3.5,243.8,243.5,1016,19.1,21.4,22.3,69,0
2019-08-03,720,3,259.6,185.2,1015,17.1,18.6,22,80,6.5
2019-08-02,720,3.2,196.3,173.9,1015,18.9,21,24.5,64,3.6
2019-08-01,720,3.1,248.8,231.5,1017,19.8,22.2,25,61,0
2019-07-31,720,3.4,225.8,138.7,1016,19.3,20.4,25.4,77,0.2
2019-07-30,720,3.6,265.8,198.5,1013,22.7,25.2,28.3,70,0
2019-07-29,720,3.9,279.4,227.1,1009,23.4,26,28.4,67,0
2019-07-28,720,3,139.3,208.5,1003,22.5,24.1,27.8,66,0
2019-07-27,720,4.3,98.5,322.9,1005,23.1,25.6,28.9,50,0
2019-07-26,720,3.7,81.8,321.3,1013,24.8,27.4,29.6,48,0
2019-07-25,720,3.3,128.7,320.9,1018,27.8,30.6,30.1,39,0
2019-07-24,720,2.7,138.5,324.2,1019,26.2,29,28.9,45,0
2019-07-23,720,3.1,236.9,331.9,1023,24.7,27.8,27.9,50,0
2019-07-22,715,3.3,266.3,243.8,1024,21.7,24.1,25.2,54,0
2019-07-21,720,3.9,265.5,228.8,1020,21.3,23.2,24.7,63,0
2019-07-20,720,2.9,207.9,285.7,1015,22.8,25.3,24.6,61,0.6
2019-07-19,720,3.7,240.6,145.9,1015,19.4,20.4,21.2,66,0
2019-07-18,720,2.3,226.2,262.7,1013,19.6,21.8,21.2,55,0
2019-07-17,719,2.4,264.3,210.7,1015,16.5,18.9,20.2,70,0
2019-07-16,720,4.7,287.7,157.3,1016,14.4,16.2,18.4,76,0
2019-07-15,720,2.5,304,109.3,1017,14.7,16.1,18.9,81,0
2019-07-14,647,3.5,301.4,99.9,1017,14.8,15.8,19.3,93,12.1
2019-07-13,719,4.6,272.6,167.8,1013,15.3,17.1,20.5,88,12.1
2019-07-12,720,4.1,264.9,203.8,1011,16.9,19,21.8,80,9.1
2019-07-11,720,2.3,217.8,149.7,1014,17,18.8,22.6,63,0.5
2019-07-10,719,3.8,289.8,305.5,1018,15.1,18.3,22.5,61,0
2019-07-09,720,3.8,288.6,105.2,1018,12.5,14.1,19.5,71,0
2019-07-08,720,4.5,286.3,151.9,1016,13.1,14.8,20.5,60,0
2019-07-07,720,4.7,295,208.5,1011,14.3,16.9,23.5,69,3.4
2019-07-06,720,4.5,256.6,307.4,1010,20.8,23.8,27.1,52,0
2019-07-05,720,4.5,278.6,199.4,1016,18.5,20.6,26,50,0
2019-07-04,720,2.5,258,357.5,1022,16.4,20.6,26.3,48,0
2019-07-03,720,3.3,290.1,307.9,1023,15.6,19.1,25.9,51,0
2019-07-02,720,4.5,304.9,272.6,1020,17.7,21,27.8,53,0
2019-07-01,720,3.6,230.4,274.4,1016,23.7,27.1,30.8,50,0
2019-06-30,720,4.4,224.5,358.7,1016,28.5,31.4,30.8,32,0
2019-06-29,720,2.7,141.9,356.7,1022,21.8,25.4,28.5,50,0
2019-06-28,720,2.8,269.5,282.9,1024,16.9,20.6,27.7,65,0.1
2019-06-27,720,5.2,308.6,350.8,1024,20.8,25.4,30.5,57,0
2019-06-26,720,4.6,260,339.1,1023,29,32.6,31.7,51,0
2019-06-25,719,3.6,159.6,349.5,1023,25.8,28.6,29.1,52,0
2019-06-24,720,3.6,117.8,371,1024,22.2,25.2,26.8,48,0
2019-06-23,719,3.9,83.2,334.8,1021,20.3,23,24.7,59,0
2019-06-22,720,4,83.2,228.5,1020,19.4,20.4,22.5,65,0
2019-06-21,719,2.9,209.6,250.4,1018,19.2,21.5,23.5,73,0.1
2019-06-20,720,3,199.5,177.3,1012,20.6,21.9,23.7,71,3.3
2019-06-19,719,4.1,173.1,211.3,1011,23.2,24.2,24.9,58,1.5
2019-06-18,720,3.5,143.2,321,1017,22,24.6,26.2,54,0
2019-06-17,720,2.6,122.7,352.4,1022,20.1,23.6,25.4,59,0
2019-06-16,720,2.7,268.1,216.6,1020,17.6,20.1,24.1,76,1.8
2019-06-15,720,4.9,230.5,287.1,1012,24.3,26.8,26.1,61,0
2019-06-14,720,3.2,144.3,323.8,1018,22.4,24.7,24.2,59,0
2019-06-13,693,2.4,146.3,314.4,1016,18.2,21.4,23.8,74,3.3
2019-06-12,684,3.8,210.6,269.8,1009,21.1,23.1,25,80,8.4
2019-06-11,714,3,164.2,263.5,1010,20.3,23.5,25.2,87,35.1
2019-06-10,720,2.9,147.4,228.6,1014,22.3,25.1,26.2,67,4.1
2019-06-09,720,3.3,128.9,319.9,1023,18.7,21.6,23.9,49,0
2019-06-08,720,5.8,254.8,239.9,1021,16.6,18.5,22.4,54,0
2019-06-07,719,3.4,164.5,248.2,1015,16.9,19.5,23.1,80,2.4
2019-06-06,720,4.4,231.5,168.8,1010,18.9,20.5,24.3,76,0.2
2019-06-05,720,3.8,133.1,342.5,1009,24.8,27.8,27.6,52,0
2019-06-04,720,2.7,170.5,321.1,1013,22.6,26.2,26.5,58,0
2019-06-03,720,4.3,185.3,344.3,1016,23.9,26.1,26.1,51,0.1
2019-06-02,720,3,161.3,349.7,1019,22.7,26.5,24.8,55,0
2019-06-01,720,3.2,251.2,317.9,1023,20.2,23.9,22.8,65,0
2019-05-31,720,3.7,267.5,258,1024,17.7,20.8,20.8,70,0
2019-05-30,719,2.6,242,360.1,1025,14.2,18.1,18.1,55,0
2019-05-29,720,3.8,260.7,208.5,1019,11,13.3,16.8,76,7.3
2019-05-28,720,3.1,239.9,87,1007,12.2,13,17.4,91,8
2019-05-27,720,4.2,255,234.6,1009,17.1,19.4,20.1,66,0
2019-05-26,720,3.9,248,314.3,1014,15.7,18.9,19.6,64,0
2019-05-25,720,3,251.5,262.5,1015,14.9,18.1,18.7,70,0
2019-05-24,720,3.3,254.8,289.5,1015,15.5,18.5,17.9,59,0
2019-05-23,720,3.8,273.7,297.6,1018,12.6,15.7,16.6,69,0
2019-05-22,720,6.7,297.2,25,1014,10.4,10.3,13.7,97,2.8
2019-05-21,720,3.3,201.5,213,1005,15.1,16.5,16.7,81,0
2019-05-20,720,2.5,161.1,88.7,1002,14.6,14.8,16.2,83,6.3
2019-05-19,720,3.3,128.7,290.4,1005,17.5,18.7,17.7,59,0
2019-05-18,720,3.9,146.3,333.6,1007,14.4,16.7,16,67,0
2019-05-17,720,3.5,137.6,225.2,1010,11.6,12.7,12.9,74,0.1
2019-05-16,720,2.3,233.9,53.6,1015,6,6.5,9.5,97,4.6
2019-05-15,719,3.5,250.3,63.6,1023,4.2,4.9,9.1,89,2.5
2019-05-14,720,4.3,94.9,180,1029,6.2,7.1,11.3,74,2.8
2019-05-13,720,4.1,260,273.1,1034,8.2,10.9,13.4,61,0
2019-05-12,720,5.7,265.4,199.4,1026,8.3,10.4,13.4,75,3.8
2019-05-11,720,3.8,154,68.1,1011,9.5,9.4,11.9,90,11.1
2019-05-10,720,5.1,267,180.7,1008,11.2,12.3,13.9,75,1.7
2019-05-09,720,3.5,233,174.1,1001,12.4,13.4,13.7,64,0.5
2019-05-08,720,5.5,173.2,224.9,1007,10.8,11.6,11.5,58,0.6
2019-05-07,720,3.2,228.1,177.3,1017,6.6,8.6,10.3,69,0
2019-05-06,720,4.1,282.2,153.6,1017,5.1,6.3,9.1,66,0
2019-05-05,720,3.6,264.9,181.2,1015,4.4,6.1,9.5,75,0
2019-05-04,720,3.1,225.2,71.1,1006,2.8,3,8,89,7.5
2019-05-03,720,4.1,287,105.5,1008,6.9,8,11.9,75,0.7
2019-05-02,720,5,274.8,239.4,1007,11.8,13.7,14.9,70,0
2019-05-01,718,5,277.2,174.2,1013,11.2,11.6,13.2,69,1.7
2019-04-30,720,4.2,297.2,299.1,1017,8.6,11.1,13.6,71,0
2019-04-29,718,5,298.7,23.6,1017,7,6.9,10.1,97,15.7
2019-04-28,720,4.2,278.4,138,1017,7.9,9.4,13.2,80,0.3
2019-04-27,720,4.2,255.2,175.5,1013,10.3,11.9,15.7,78,0.5
2019-04-26,720,5.9,254.9,245.2,1010,15.6,18.2,19.9,66,9.1
2019-04-25,720,4,158.5,288.5,1011,18.1,20.4,20.2,45,0
2019-04-24,720,6.3,158.8,278.3,1006,15.5,17.3,17.8,63,0
2019-04-23,695,8.4,129.2,198.5,1007,12,12.7,15.2,63,0
2019-04-22,720,5.7,107.2,299.8,1015,12.3,13.7,16.8,48,0
2019-04-21,720,3.5,104.8,290.7,1022,14.5,16.4,17.4,41,0
2019-04-20,720,2.7,99.9,280.5,1029,15.5,17,17,39,0
2019-04-19,720,3.9,119.8,283.6,1031,15.3,16.1,16,41,0
2019-04-18,719,4.5,116.5,270.3,1028,13.3,13.9,14.1,44,0
2019-04-17,720,4.3,117.8,267.8,1025,10.9,11.9,12.4,46,0
2019-04-16,720,3.7,118.8,270.4,1021,8.8,9.8,10.5,46,0
2019-04-15,720,3,115.5,270.2,1025,6.1,8,9,68,0
2019-04-14,720,2.2,154.6,37.3,1022,1.7,1.6,4.5,95,2
2019-04-13,720,2.9,48.7,83.5,1021,2,2.3,6.1,75,0
2019-04-12,720,3.8,51.2,51.8,1022,0.9,1.4,6.2,72,0
2019-04-11,720,4.9,52,174.8,1020,1.7,3,8.5,63,0
2019-04-10,720,4.8,56.3,240.2,1014,4.4,6.6,11.3,71,0
2019-04-09,717,3.4,94.6,151.6,1011,7,8.5,12.2,79,0
2019-04-08,720,2.6,128.2,198.1,1009,12.9,13.8,14.5,57,0
2019-04-07,720,3.4,122.4,218.6,1006,12.1,12.7,14.1,65,0
2019-04-06,720,3.7,121.4,210.3,1006,13.1,13.9,13.9,62,0
2019-04-05,720,2.9,147.6,167.2,1004,10.8,12.6,13.8,83,0
2019-04-04,720,4.5,148.3,234.6,997,13,13.5,12.6,56,0
2019-04-03,720,4,157.9,172.2,1003,13.1,13.6,11.8,54,0
2019-04-02,719,4.6,166.1,203.4,1012,9.6,10.1,8.8,49,0
2019-04-01,720,4.6,94.3,242.3,1023,5.6,6.8,8,58,0
2019-03-31,720,3.8,202.7,135.9,1022,8.5,9.2,9.7,72,0
2019-03-30,720,3.7,225.9,231.6,1023,10.7,11.7,10.5,64,0
2019-03-29,720,1.6,177.2,157,1031,8.9,9.8,10.2,81,0
2019-03-28,720,4.2,262.3,33.2,1032,6.3,6.1,7.1,99,6
2019-03-27,719,4.1,287.5,66.9,1029,4.6,4.6,6.1,90,1.9
2019-03-26,720,6.6,289.9,70.7,1024,3.1,3.2,5.3,89,3.4
2019-03-25,720,5.7,278.7,81.9,1016,2.9,2.7,5.8,86,2.7
2019-03-24,720,2.4,176.8,49.8,1023,6.9,7.3,9.3,85,0
2019-03-23,720,4.2,242.8,201.9,1027,12.3,13.6,11.7,67,0
2019-03-22,720,3,123,194.6,1031,11.2,12.2,10.2,72,0
2019-03-21,720,2.8,227.5,197.7,1034,9.1,10.4,8.5,61,0
2019-03-20,719,3.5,256.6,203.7,1033,5.5,6.7,6.3,59,0
2019-03-19,720,4.9,275.3,109.2,1025,3,3.5,4.7,76,0.1
2019-03-18,720,7.5,257.9,127.4,1013,3.6,3.5,4.7,76,0.6
2019-03-17,720,7.9,245.9,169.7,1003,8.6,8.5,7,66,1.4
2019-03-16,719,8,261.7,47,1006,6.3,5.5,5.7,82,3.1
2019-03-15,720,9.3,264.9,82.2,1001,6,5.5,5.6,85,7.5
2019-03-14,720,9.5,250.6,75.3,1000,4.2,3.8,4.4,83,10.2
2019-03-13,720,9.2,239.3,123.7,1004,5.4,5.3,4.4,63,0.1
2019-03-12,720,5.9,239.4,140.4,1016,3.1,3.4,3.8,79,0.7
2019-03-11,711,8.3,268.2,77,1011,1.5,1.2,3,85,4.7
2019-03-10,707,8.8,249.3,42.1,1004,5.5,4.6,4.7,82,13.1
2019-03-09,720,10.4,245.9,71.8,1009,6.6,5.9,5.1,73,1.9
2019-03-08,719,9.2,248.1,78.3,1009,6.1,5.4,4.8,72,0.9
2019-03-07,720,7.6,211.7,80.9,999,9.6,8.9,6.3,60,0
2019-03-06,720,6.4,190.5,148.8,1008,6.3,6,4.1,72,0
2019-03-05,719,8.2,255.7,58.4,1004,3.7,3,3.5,82,3.7
2019-03-04,720,9.5,239.5,80,997,9.2,8.4,6.4,64,0.9
2019-03-03,719,8.8,245.5,81.5,1009,8.3,7.9,6.4,79,0.3
2019-03-02,720,3.8,256,25.1,1014,2.7,2.3,3.9,89,0
2019-03-01,720,5.3,275.1,26.1,1011,5.8,5.2,6.1,93,3.1
2019-02-28,720,7,273.4,128.8,1012,9.7,9.2,5.8,55,0
2019-02-27,720,3.7,245.7,142,1026,9,8.6,5,55,0
2019-02-26,719,4.4,277.2,109.7,1033,7.6,6.5,4,50,0
2019-02-25,720,4.4,259.3,135.6,1037,7.6,6.9,3,34,0
2019-02-24,720,2.7,217.2,104.3,1038,3.5,3.1,1.1,39,0
2019-02-23,720,3.3,162.9,121.5,1041,-1.1,-0.9,0.6,56,0
2019-02-22,720,5.6,132.9,12.7,1033,2.2,1.8,3.9,98,7.3
2019-02-21,720,5.7,259.2,46.3,1024,5.9,5.3,4.2,82,1.4
2019-02-20,720,5,265.4,73.4,1022,4.9,4.4,3.5,76,0
2019-02-19,720,5.9,243.7,64.3,1016,6.5,5.5,3.3,63,1.1
2019-02-18,720,3.9,210.9,125.2,1019,10.2,9.5,4.3,38,0
2019-02-17,720,3.4,209.7,118.9,1024,10.1,9,3.8,39,0
2019-02-16,720,4.5,205.4,122.3,1027,10.3,8.9,3.1,40,0
2019-02-15,719,3.4,215.5,116.8,1033,7.8,7,1.8,55,0
2019-02-14,720,4,256.9,103.9,1035,5.3,4.7,1.4,66,0
2019-02-13,720,6.2,260.8,25.1,1033,2.6,1.7,0.3,92,0.4
2019-02-12,720,6.9,290.4,36,1027,0.7,0.2,0.2,87,0.8
2019-02-11,720,9.8,279.7,38.9,1007,2.1,1.3,0.2,89,4.2
2019-02-10,720,8.7,206.8,41.7,1000,5.9,4.2,0.2,73,0
2019-02-09,720,8.8,226.5,88.4,1008,5.6,4,0.2,70,0
2019-02-08,720,6.6,222.8,101.3,1015,4.1,2.8,0.1,76,0.1
2019-02-07,719,5.2,206.5,64,1013,1.8,-0.5,0.1,66,1
2019-02-06,720,4.1,192.7,102.4,1024,0.6,-0.6,0.1,75,0
2019-02-05,720,4.6,231.2,61.8,1026,-0.5,-1,0.1,78,0
2019-02-04,720,4.4,234.4,95,1026,-0.9,-0.5,0.1,89,8.8
2019-02-03,720,5,302.1,15.6,1011,-0.8,-0.5,0.1,100,10.6
2019-02-02,720,2.3,232,15.6,995,1,0.4,0.1,99,2.1
2019-02-01,720,5,154.9,29.1,993,-0.3,-0.9,-0.3,84,0.8
2019-01-31,720,3.5,173.8,76.6,998,-0.5,-1.1,-0.1,76,0
2019-01-30,720,5.3,156.3,76,997,-1.5,-2.4,0.1,77,0
2019-01-29,719,5.5,246.2,38.1,1002,-0.9,-1.7,0.2,89,0.5
2019-01-28,720,6,233.9,43.8,991,1.9,1.1,0.2,84,1.1
2019-01-27,720,6,209.3,39.3,991,3.7,2.5,0.1,83,0
2019-01-26,720,7.5,248.6,23,1003,0.5,-0.5,-0.7,96,8.2
2019-01-25,720,2.9,249.3,30.8,1012,-5.3,-5.2,-1.6,88,0.2
2019-01-24,719,2.5,74.7,23.6,1007,-5.8,-5.8,-2.7,90,0
2019-01-23,719,3.5,117.9,73.3,1000,-5.8,-6.2,-3.7,77,0
2019-01-22,650,3.7,183.7,83.1,1010,-5.3,-5.5,-3.1,80,0
2019-01-21,720,2.4,218.2,79.9,1019,-5.1,-5.1,-2.7,82,0
2019-01-20,719,1.8,156.2,50.4,1016,-4.2,-5.2,-1.9,82,0
2019-01-19,384,3.3,153.6,51.3,1016,-2.9,-3.8,-0.7,65,0
2019-01-18,534,6.6,281.4,45.2,1013,-1.4,-1.5,0.5,83,0.2
2019-01-17,720,8,249.9,20,1001,3.5,2.5,1.2,81,0.7
2019-01-16,720,6.3,242,26.2,1008,2.7,1.6,1.3,88,1
2019-01-15,720,9.6,271,27,1011,0.8,0.2,0.5,91,1.9
2019-01-14,720,9.8,292.9,26.6,1002,0.2,-0.5,0.7,87,2.1
2019-01-13,720,9.4,266.1,19.6,998,3,1.9,1.2,97,8.2
2019-01-12,719,8.5,270.5,23.8,1012,1.8,0.9,0.5,98,2.8
2019-01-11,489,6.6,259.9,27.4,1016,-0.7,-1,0.6,98,2.6
2019-01-08,2,9.3,256,28,1005,2.4,1.6,2.1,94,4.1
2019-01-05,247,8.9,274.6,0,1019,1.9,1.1,0.5,100,5.5
2019-01-04,719,5.9,280.9,13.1,1028,-1.2,-1.6,0.5,99,1.5
2019-01-03,720,5.9,304.7,13.4,1030,-2.9,-3.6,0.6,91,0.2
2019-01-02,720,8.7,300,18.1,1022,-0.5,-1.1,1.1,81,1.3
